tilt,prec,rad
130.0,250.0,-0.514429201889
130.0,250.0,-0.518931392223
130.0,250.0,-0.523421886335
130.0,250.0,-0.527900659152
130.0,250.0,-0.532367685728
130.0,250.0,-0.536822941243
130.0,250.0,-0.541266401007
130.0,250.0,-0.545698040457
130.0,250.0,-0.550117835156
130.0,250.0,-0.5545257608
130.0,250.0,-0.558921793208
130.0,250.0,-0.563305908331
130.0,250.0,-0.567678082247
130.0,250.0,-0.572038291165
130.0,250.0,-0.576386511419
130.0,250.0,-0.580722719477
130.0,250.0,-0.585046891932
130.0,250.0,-0.58935900551
130.0,250.0,-0.593659037063
130.0,250.0,-0.597946963577
130.0,250.0,-0.602222762163
130.0,250.0,-0.606486410067
130.0,250.0,-0.610737884661
130.0,250.0,-0.61497716345
130.0,250.0,-0.619204224069
130.0,250.0,-0.623419044283
130.0,250.0,-0.627621601988
130.0,250.0,-0.631811875211
130.0,250.0,-0.63598984211
130.0,250.0,-0.640155480975
130.0,250.0,-0.644308770226
130.0,250.0,-0.648449688414
130.0,250.0,-0.652578214224
130.0,250.0,-0.656694326472
130.0,250.0,-0.660798004103
130.0,250.0,-0.664889226198
130.0,250.0,-0.668967971968
130.0,250.0,-0.673034220757
140.0,250.0,-0.67708795204
140.0,250.0,-0.681129145427
140.0,250.0,-0.685157780657
140.0,250.0,-0.689173837606
140.0,250.0,-0.69317729628
140.0,250.0,-0.697168136819
140.0,250.0,-0.701146339496
140.0,250.0,-0.705111884717
140.0,250.0,-0.709064753021
140.0,260.0,-0.713004925082
140.0,260.0,-0.716932381706
140.0,260.0,-0.720847103833
140.0,260.0,-0.724749072538
140.0,260.0,-0.728638269029
140.0,260.0,-0.732514674648
140.0,260.0,-0.73637827087
140.0,260.0,-0.740229039307
140.0,260.0,-0.744066961704
140.0,260.0,-0.747892019939
140.0,260.0,-0.751704196026
140.0,260.0,-0.755503472115
140.0,260.0,-0.759289830488
140.0,260.0,-0.763063253564
140.0,260.0,-0.766823723895
140.0,260.0,-0.770571224171
140.0,260.0,-0.774305737214
140.0,260.0,-0.778027245984
140.0,260.0,-0.781735733573
140.0,260.0,-0.785431183213
140.0,260.0,-0.789113578266
140.0,260.0,-0.792782902236
140.0,260.0,-0.796439138757
140.0,260.0,-0.800082271601
140.0,260.0,-0.803712284678
140.0,260.0,-0.80732916203
140.0,260.0,-0.810932887839
140.0,260.0,-0.81452344642
140.0,260.0,-0.818100822225
140.0,260.0,-0.821664999844
140.0,260.0,-0.825215964001
140.0,260.0,-0.828753699558
140.0,260.0,-0.832278191514
140.0,260.0,-0.835789425002
140.0,260.0,-0.839287385295
140.0,260.0,-0.8427720578
140.0,260.0,-0.846243428063
140.0,260.0,-0.849701481766
140.0,260.0,-0.853146204726
140.0,260.0,-0.856577582901
140.0,260.0,-0.859995602382
140.0,260.0,-0.863400249401
140.0,260.0,-0.866791510324
140.0,260.0,-0.870169371657
140.0,260.0,-0.873533820041
140.0,260.0,-0.876884842255
140.0,260.0,-0.880222425217
140.0,260.0,-0.883546555981
140.0,260.0,-0.886857221739
140.0,260.0,-0.89015440982
140.0,260.0,-0.893438107692
140.0,260.0,-0.896708302959
140.0,260.0,-0.899964983365
140.0,260.0,-0.903208136791
140.0,260.0,-0.906437751254
140.0,260.0,-0.909653814911
140.0,260.0,-0.912856316057
140.0,260.0,-0.916045243125
140.0,260.0,-0.919220584683
140.0,270.0,-0.922382329443
140.0,270.0,-0.925530466249
140.0,270.0,-0.928664984088
140.0,270.0,-0.931785872082
140.0,270.0,-0.934893119493
140.0,270.0,-0.93798671572
140.0,270.0,-0.941066650303
140.0,270.0,-0.944132912916
140.0,270.0,-0.947185493376
140.0,270.0,-0.950224381634
140.0,270.0,-0.953249567785
140.0,270.0,-0.956261042056
140.0,270.0,-0.959258794818
140.0,270.0,-0.962242816577
140.0,270.0,-0.965213097979
140.0,270.0,-0.968169629809
140.0,270.0,-0.971112402989
140.0,270.0,-0.974041408582
140.0,270.0,-0.976956637788
140.0,270.0,-0.979858081946
140.0,270.0,-0.982745732532
140.0,270.0,-0.985619581165
140.0,270.0,-0.988479619598
140.0,270.0,-0.991325839725
140.0,270.0,-0.994158233579
150.0,270.0,-0.996976793332
150.0,270.0,-0.999781511292
150.0,270.0,-1.00257237991
150.0,270.0,-1.00534939177
150.0,270.0,-1.0081125396
150.0,270.0,-1.01086181627
150.0,270.0,-1.01359721478
150.0,270.0,-1.01631872827
150.0,270.0,-1.01902635002
150.0,270.0,-1.02172007346
150.0,270.0,-1.02439989213
150.0,270.0,-1.02706579975
150.0,270.0,-1.02971779015
150.0,270.0,-1.03235585729
150.0,270.0,-1.03497999531
150.0,270.0,-1.03759019844
150.0,270.0,-1.04018646108
150.0,270.0,-1.04276877776
150.0,270.0,-1.04533714314
150.0,270.0,-1.04789155205
150.0,270.0,-1.05043199941
150.0,270.0,-1.05295848033
150.0,270.0,-1.05547099001
150.0,270.0,-1.05796952383
150.0,270.0,-1.06045407727
150.0,270.0,-1.062924646
150.0,270.0,-1.06538122577
150.0,270.0,-1.0678238125
150.0,270.0,-1.07025240226
150.0,270.0,-1.07266699124
150.0,270.0,-1.07506757576
150.0,270.0,-1.07745415229
150.0,270.0,-1.07982671745
150.0,270.0,-1.08218526799
150.0,280.0,-1.08452980078
150.0,280.0,-1.08686031285
150.0,280.0,-1.08917680136
150.0,280.0,-1.09147926362
150.0,280.0,-1.09376769706
150.0,280.0,-1.09604209925
150.0,280.0,-1.09830246792
150.0,280.0,-1.10054880091
150.0,280.0,-1.10278109621
150.0,280.0,-1.10499935196
150.0,280.0,-1.10720356641
150.0,280.0,-1.10939373798
150.0,280.0,-1.11156986521
150.0,280.0,-1.11373194677
150.0,280.0,-1.11587998148
150.0,280.0,-1.1180139683
150.0,280.0,-1.12013390632
150.0,280.0,-1.12223979478
150.0,280.0,-1.12433163303
150.0,280.0,-1.12640942059
150.0,280.0,-1.12847315709
150.0,280.0,-1.13052284232
150.0,280.0,-1.1325584762
150.0,280.0,-1.13458005878
150.0,280.0,-1.13658759025
150.0,280.0,-1.13858107094
150.0,280.0,-1.14056050131
150.0,280.0,-1.14252588198
150.0,280.0,-1.14447721367
150.0,280.0,-1.14641449727
150.0,280.0,-1.14833773379
150.0,280.0,-1.15024692438
150.0,280.0,-1.15214207032
150.0,280.0,-1.15402317304
150.0,280.0,-1.15589023409
150.0,280.0,-1.15774325518
150.0,280.0,-1.15958223814
150.0,280.0,-1.16140718493
150.0,280.0,-1.16321809766
150.0,280.0,-1.16501497857
150.0,280.0,-1.16679783003
150.0,280.0,-1.16856665456
150.0,280.0,-1.17032145481
150.0,280.0,-1.17206223356
150.0,280.0,-1.17378899373
150.0,280.0,-1.17550173837
150.0,280.0,-1.17720047068
150.0,280.0,-1.17888519398
150.0,280.0,-1.18055591174
150.0,280.0,-1.18221262754
150.0,280.0,-1.18385534512
150.0,280.0,-1.18548406835
150.0,280.0,-1.18709880123
150.0,280.0,-1.18869954789
150.0,280.0,-1.19028631261
150.0,280.0,-1.19185909978
150.0,280.0,-1.19341791396
150.0,280.0,-1.19496275981
150.0,280.0,-1.19649364214
160.0,290.0,-1.19801056589
160.0,290.0,-1.19951353615
160.0,290.0,-1.20100255812
160.0,290.0,-1.20247763714
160.0,290.0,-1.2039387787
160.0,290.0,-1.20538598841
160.0,290.0,-1.206819272
160.0,290.0,-1.20823863537
160.0,290.0,-1.20964408451
160.0,290.0,-1.21103562558
160.0,290.0,-1.21241326486
160.0,290.0,-1.21377700875
160.0,290.0,-1.2151268638
160.0,290.0,-1.21646283669
160.0,290.0,-1.21778493422
160.0,290.0,-1.21909316333
160.0,290.0,-1.2203875311
160.0,290.0,-1.22166804474
160.0,290.0,-1.22293471158
160.0,290.0,-1.22418753909
160.0,290.0,-1.22542653487
160.0,290.0,-1.22665170666
160.0,290.0,-1.22786306232
160.0,290.0,-1.22906060985
160.0,290.0,-1.23024435737
160.0,290.0,-1.23141431315
160.0,290.0,-1.23257048556
160.0,290.0,-1.23371288314
160.0,290.0,-1.23484151453
160.0,290.0,-1.23595638852
160.0,290.0,-1.23705751401
160.0,290.0,-1.23814490005
160.0,290.0,-1.23921855581
160.0,290.0,-1.24027849059
160.0,290.0,-1.24132471382
160.0,290.0,-1.24235723507
160.0,290.0,-1.24337606403
160.0,290.0,-1.24438121051
160.0,290.0,-1.24537268447
160.0,290.0,-1.24635049599
160.0,290.0,-1.24731465527
160.0,290.0,-1.24826517265
160.0,290.0,-1.2492020586
160.0,290.0,-1.25012532371
160.0,290.0,-1.25103497869
160.0,290.0,-1.25193103441
160.0,290.0,-1.25281350184
160.0,290.0,-1.25368239208
160.0,290.0,-1.25453771637
160.0,290.0,-1.25537948606
160.0,290.0,-1.25620771266
160.0,290.0,-1.25702240777
160.0,290.0,-1.25782358313
160.0,290.0,-1.25861125061
160.0,290.0,-1.25938542222
160.0,290.0,-1.26014611007
160.0,290.0,-1.26089332641
160.0,290.0,-1.26162708361
160.0,290.0,-1.26234739419
160.0,300.0,-1.26305427075
160.0,300.0,-1.26374772606
160.0,300.0,-1.26442777299
160.0,300.0,-1.26509442455
160.0,300.0,-1.26574769386
160.0,300.0,-1.26638759417
160.0,300.0,-1.26701413887
160.0,300.0,-1.26762734145
160.0,300.0,-1.26822721555
160.0,300.0,-1.2688137749
160.0,300.0,-1.2693870334
160.0,300.0,-1.26994700502
160.0,300.0,-1.2704937039
160.0,300.0,-1.27102714429
160.0,300.0,-1.27154734054
160.0,300.0,-1.27205430715
160.0,300.0,-1.27254805874
160.0,300.0,-1.27302861004
160.0,300.0,-1.27349597591
160.0,300.0,-1.27395017133
160.0,300.0,-1.27439121141
160.0,300.0,-1.27481911137
160.0,300.0,-1.27523388655
160.0,300.0,-1.27563555244
160.0,300.0,-1.2760241246
160.0,300.0,-1.27639961877
160.0,300.0,-1.27676205076
160.0,300.0,-1.27711143653
160.0,300.0,-1.27744779216
160.0,300.0,-1.27777113383
160.0,300.0,-1.27808147785
160.0,300.0,-1.27837884067
160.0,300.0,-1.27866323883
170.0,300.0,-1.278934689
170.0,300.0,-1.27919320798
170.0,300.0,-1.27943881267
170.0,300.0,-1.27967152011
170.0,300.0,-1.27989134743
170.0,300.0,-1.2800983119
170.0,300.0,-1.28029243092
170.0,300.0,-1.28047372197
170.0,300.0,-1.28064220267
170.0,300.0,-1.28079789077
170.0,300.0,-1.28094080412
170.0,300.0,-1.28107096068
170.0,300.0,-1.28118837854
170.0,300.0,-1.28129307591
170.0,300.0,-1.2813850711
170.0,300.0,-1.28146438255
170.0,300.0,-1.28153102882
170.0,300.0,-1.28158502857
170.0,300.0,-1.28162640058
170.0,300.0,-1.28165516375
170.0,300.0,-1.28167133709
170.0,300.0,-1.28167493973
170.0,300.0,-1.28166599092
170.0,300.0,-1.28164451
170.0,300.0,-1.28161051645
170.0,300.0,-1.28156402985
170.0,310.0,-1.2815050699
170.0,310.0,-1.28143365641
170.0,310.0,-1.2813498093
170.0,310.0,-1.28125354861
170.0,310.0,-1.28114489449
170.0,310.0,-1.28102386719
170.0,310.0,-1.2808904871
170.0,310.0,-1.28074477469
170.0,310.0,-1.28058675056
170.0,310.0,-1.28041643542
170.0,310.0,-1.28023385009
170.0,310.0,-1.2800390155
170.0,310.0,-1.27983195269
170.0,310.0,-1.27961268281
170.0,310.0,-1.27938122711
170.0,310.0,-1.27913760697
170.0,310.0,-1.27888184388
170.0,310.0,-1.27861395941
170.0,310.0,-1.27833397526
170.0,310.0,-1.27804191325
170.0,310.0,-1.27773779528
170.0,310.0,-1.27742164339
170.0,310.0,-1.2770934797
170.0,310.0,-1.27675332645
170.0,310.0,-1.276401206
170.0,310.0,-1.27603714078
170.0,310.0,-1.27566115337
170.0,310.0,-1.27527326643
170.0,310.0,-1.27487350273
170.0,310.0,-1.27446188516
170.0,310.0,-1.27403843671
170.0,310.0,-1.27360318045
170.0,310.0,-1.2731561396
170.0,310.0,-1.27269733745
170.0,310.0,-1.2722267974
170.0,310.0,-1.27174454298
170.0,310.0,-1.2712505978
170.0,310.0,-1.27074498557
170.0,310.0,-1.27022773011
170.0,310.0,-1.26969885537
170.0,310.0,-1.26915838536
170.0,310.0,-1.26860634422
170.0,310.0,-1.26804275618
170.0,310.0,-1.26746764558
170.0,310.0,-1.26688103686
170.0,310.0,-1.26628295457
170.0,310.0,-1.26567342334
170.0,310.0,-1.26505246792
170.0,310.0,-1.26442011315
170.0,310.0,-1.26377638398
170.0,310.0,-1.26312130546
170.0,310.0,-1.26245490273
170.0,310.0,-1.26177720104
170.0,310.0,-1.26108822573
170.0,310.0,-1.26038800224
170.0,310.0,-1.25967655613
170.0,310.0,-1.25895391302
170.0,310.0,-1.25822009867
170.0,310.0,-1.25747513891
170.0,310.0,-1.25671905968
170.0,320.0,-1.255951887
170.0,320.0,-1.25517364701
170.0,320.0,-1.25438436594
170.0,320.0,-1.25358407011
170.0,320.0,-1.25277278594
170.0,320.0,-1.25195053995
170.0,320.0,-1.25111735875
180.0,320.0,-1.25027326904
180.0,320.0,-1.24941829762
180.0,320.0,-1.2485524714
180.0,320.0,-1.24767581737
180.0,320.0,-1.2467883626
180.0,320.0,-1.24589013429
180.0,320.0,-1.24498115969
180.0,320.0,-1.24406146618
180.0,320.0,-1.24313108122
180.0,320.0,-1.24219003236
180.0,320.0,-1.24123834723
180.0,320.0,-1.24027605359
180.0,320.0,-1.23930317924
180.0,320.0,-1.23831975212
180.0,320.0,-1.23732580023
180.0,320.0,-1.23632135167
180.0,320.0,-1.23530643464
180.0,320.0,-1.23428107741
180.0,320.0,-1.23324530835
180.0,320.0,-1.23219915593
180.0,320.0,-1.23114264869
180.0,320.0,-1.23007581527
180.0,320.0,-1.22899868441
180.0,320.0,-1.2279112849
180.0,320.0,-1.22681364567
180.0,320.0,-1.22570579569
180.0,320.0,-1.22458776404
180.0,320.0,-1.22345957989
180.0,320.0,-1.22232127249
180.0,320.0,-1.22117287118
180.0,320.0,-1.22001440538
180.0,320.0,-1.2188459046
180.0,320.0,-1.21766739844
180.0,320.0,-1.21647891656
180.0,320.0,-1.21528048874
180.0,320.0,-1.21407214483
180.0,320.0,-1.21285391476
180.0,320.0,-1.21162582853
180.0,320.0,-1.21038791626
180.0,320.0,-1.20914020812
180.0,320.0,-1.20788273439
180.0,320.0,-1.20661552539
180.0,320.0,-1.20533861158
180.0,320.0,-1.20405202345
180.0,320.0,-1.2027557916
180.0,320.0,-1.20144994669
180.0,320.0,-1.2001345195
180.0,320.0,-1.19880954084
180.0,320.0,-1.19747504164
180.0,320.0,-1.19613105289
180.0,320.0,-1.19477760565
180.0,320.0,-1.19341473109
180.0,330.0,-1.19204246044
180.0,330.0,-1.19066082499
180.0,330.0,-1.18926985615
180.0,330.0,-1.18786958537
