ArrDelay,Distance,ctime,cwday,cdate
3.0,1074,150.0,257,90
39.0,2446,75.0,257,90
2.0,2421,120.0,257,90
16.0,2586,300.0,257,90
2.0,1597,210.0,257,90
11.0,1989,75.0,257,90
11.0,2521,120.0,257,90
11.0,209,135.0,257,90
62.0,209,285.0,257,90
32.0,209,105.0,257,90
1.0,1005,345.0,257,90
15.0,1005,255.0,257,90
127.0,1522,240.0,308,90
6.0,187,105.0,308,90
11.0,187,150.0,308,90
8.0,187,120.0,308,90
1.0,1576,210.0,308,90
33.0,541,255.0,308,90
14.0,1069,210.0,308,90
8.0,1069,240.0,308,90
5.0,1069,330.0,308,90
4.0,1069,255.0,308,90
7.0,228,210.0,308,90
12.0,829,285.0,308,90
46.0,2248,120.0,308,90
5.0,944,225.0,308,90
19.0,944,255.0,308,90
1.0,944,135.0,308,90
7.0,944,315.0,308,90
21.0,944,150.0,308,90
22.0,944,195.0,308,90
5.0,740,225.0,308,90
14.0,1028,0.0,308,90
5.0,1028,180.0,308,90
26.0,274,120.0,308,90
72.0,288,165.0,308,90
4.0,288,300.0,308,90
17.0,264,315.0,308,90
5.0,264,270.0,308,90
103.0,264,240.0,308,90
5.0,2421,120.0,308,90
44.0,2586,300.0,308,90
1.0,1041,240.0,308,90
168.0,209,285.0,308,90
7.0,209,105.0,308,90
2.0,1005,255.0,308,90
20.0,1522,240.0,0,90
9.0,187,315.0,0,90
11.0,187,300.0,0,90
21.0,541,315.0,0,90
17.0,541,105.0,0,90
11.0,541,255.0,0,90
41.0,1069,210.0,0,90
18.0,1069,240.0,0,90
15.0,1069,330.0,0,90
24.0,1069,255.0,0,90
32.0,1069,315.0,0,90
19.0,1069,0.0,0,90
8.0,1428,240.0,0,90
99.0,1428,315.0,0,90
2.0,228,180.0,0,90
46.0,228,210.0,0,90
39.0,228,315.0,0,90
3.0,829,195.0,0,90
23.0,829,285.0,0,90
13.0,2248,345.0,0,90
28.0,2465,75.0,0,90
45.0,944,225.0,0,90
3.0,944,255.0,0,90
19.0,944,210.0,0,90
19.0,944,315.0,0,90
18.0,944,195.0,0,90
19.0,944,270.0,0,90
7.0,1182,165.0,0,90
12.0,1182,210.0,0,90
4.0,1182,330.0,0,90
7.0,740,225.0,0,90
83.0,740,330.0,0,90
5.0,1028,345.0,0,90
11.0,1028,0.0,0,90
6.0,1028,285.0,0,90
10.0,1028,180.0,0,90
23.0,1028,240.0,0,90
31.0,1028,315.0,0,90
65.0,2153,90.0,0,90
8.0,340,180.0,0,90
6.0,274,255.0,0,90
16.0,288,300.0,0,90
5.0,264,240.0,0,90
12.0,1074,210.0,0,90
2.0,1074,150.0,0,90
9.0,1074,255.0,0,90
3.0,1074,300.0,0,90
15.0,1074,345.0,0,90
33.0,2421,120.0,0,90
21.0,2586,300.0,0,90
2.0,2586,105.0,0,90
5.0,1597,210.0,0,90
145.0,1989,75.0,0,90
4.0,1041,285.0,0,90
26.0,1005,345.0,0,90
25.0,1005,330.0,0,90
9.0,2136,90.0,0,90
39.0,1522,165.0,51,90
2.0,1522,240.0,51,90
54.0,1522,330.0,51,90
76.0,187,195.0,51,90
91.0,187,225.0,51,90
89.0,187,300.0,51,90
20.0,1576,210.0,51,90
19.0,267,180.0,51,90
35.0,267,270.0,51,90
148.0,267,240.0,51,90
37.0,301,315.0,51,90
55.0,301,270.0,51,90
12.0,301,210.0,51,90
84.0,301,225.0,51,90
2.0,2465,225.0,51,90
120.0,2465,285.0,51,90
90.0,2465,330.0,51,90
56.0,541,315.0,51,90
81.0,541,255.0,51,90
19.0,1626,90.0,51,90
160.0,1626,270.0,51,90
25.0,1069,210.0,51,90
40.0,1069,285.0,51,90
83.0,1069,240.0,51,90
6.0,1069,150.0,51,90
65.0,1069,330.0,51,90
64.0,1069,255.0,51,90
11.0,1069,120.0,51,90
71.0,1069,315.0,51,90
101.0,1069,315.0,51,90
8.0,1069,180.0,51,90
236.0,1069,330.0,51,90
112.0,1069,0.0,51,90
11.0,1069,165.0,51,90
49.0,1428,240.0,51,90
49.0,1428,315.0,51,90
5.0,228,180.0,51,90
77.0,228,210.0,51,90
13.0,228,315.0,51,90
5.0,829,195.0,51,90
92.0,829,285.0,51,90
54.0,2248,270.0,51,90
19.0,2248,345.0,51,90
107.0,2248,300.0,51,90
68.0,2465,240.0,51,90
20.0,2465,255.0,51,90
105.0,2465,300.0,51,90
70.0,944,225.0,51,90
67.0,944,255.0,51,90
8.0,944,210.0,51,90
15.0,944,0.0,51,90
7.0,944,180.0,51,90
82.0,944,315.0,51,90
5.0,944,150.0,51,90
8.0,944,195.0,51,90
53.0,944,270.0,51,90
107.0,944,300.0,51,90
16.0,1182,165.0,51,90
23.0,1182,210.0,51,90
21.0,1182,330.0,51,90
107.0,2576,315.0,51,90
11.0,2576,255.0,51,90
12.0,2430,120.0,51,90
52.0,740,180.0,51,90
77.0,740,225.0,51,90
276.0,740,285.0,51,90
292.0,740,330.0,51,90
81.0,1028,345.0,51,90
19.0,1028,195.0,51,90
127.0,1028,285.0,51,90
18.0,1028,180.0,51,90
97.0,1028,240.0,51,90
21.0,1028,315.0,51,90
8.0,1028,150.0,51,90
29.0,2454,105.0,51,90
127.0,2153,285.0,51,90
56.0,2153,90.0,51,90
39.0,274,255.0,51,90
59.0,426,255.0,51,90
32.0,426,300.0,51,90
1.0,288,165.0,51,90
77.0,264,315.0,51,90
96.0,264,240.0,51,90
29.0,1074,210.0,51,90
14.0,1074,180.0,51,90
116.0,1074,255.0,51,90
100.0,1074,300.0,51,90
4.0,1074,345.0,51,90
70.0,2446,315.0,51,90
8.0,2421,120.0,51,90
28.0,2586,240.0,51,90
105.0,2586,300.0,51,90
37.0,2586,105.0,51,90
42.0,2569,90.0,51,90
13.0,1597,210.0,51,90
21.0,1597,270.0,51,90
13.0,1989,75.0,51,90
59.0,1041,240.0,51,90
111.0,1041,285.0,51,90
4.0,209,180.0,51,90
39.0,209,285.0,51,90
22.0,1005,330.0,51,90
18.0,1005,210.0,51,90
71.0,1005,255.0,51,90
1.0,1005,180.0,51,90
67.0,2136,90.0,51,90
29.0,1417,210.0,51,60
1.0,1417,210.0,154,70
4.0,1417,210.0,257,70
17.0,1417,225.0,0,70
32.0,1417,210.0,154,80
3.0,1417,210.0,257,80
13.0,1417,210.0,51,80
2.0,1417,210.0,102,80
40.0,1417,210.0,205,90
4.0,1417,210.0,257,90
39.0,1417,225.0,0,90
13.0,1417,225.0,51,90
17.0,1417,345.0,0,60
94.0,1417,345.0,51,60
14.0,1417,345.0,102,60
2.0,1417,345.0,205,70
5.0,1417,345.0,257,70
36.0,1417,345.0,0,70
111.0,1417,345.0,51,70
1.0,1417,345.0,102,70
88.0,1417,345.0,154,70
15.0,1417,345.0,205,70
32.0,1417,345.0,257,70
27.0,1417,345.0,0,70
287.0,1417,345.0,102,80
94.0,1417,345.0,154,80
63.0,1417,345.0,205,80
2.0,1417,345.0,257,80
35.0,1417,345.0,0,80
5.0,1417,345.0,102,80
126.0,1417,345.0,154,80
6.0,1417,345.0,205,90
94.0,1417,345.0,257,90
41.0,1417,345.0,0,90
96.0,1417,345.0,51,90
4.0,1417,180.0,257,70
4.0,1417,180.0,205,70
5.0,1417,180.0,257,80
2.0,1417,180.0,205,90
7.0,1417,180.0,51,90
32.0,1417,315.0,308,60
1.0,1417,315.0,0,60
24.0,1417,315.0,51,60
43.0,1417,315.0,102,60
53.0,1417,315.0,154,60
16.0,1417,315.0,205,70
58.0,1417,315.0,257,70
3.0,1417,300.0,308,70
68.0,1417,315.0,0,70
45.0,1417,315.0,51,70
23.0,1417,315.0,154,70
7.0,1417,315.0,205,70
8.0,1417,315.0,257,70
73.0,1417,315.0,0,70
4.0,1417,315.0,51,80
148.0,1417,315.0,154,80
136.0,1417,315.0,205,80
10.0,1417,315.0,257,80
28.0,1417,315.0,0,80
4.0,1417,315.0,102,80
10.0,1417,315.0,154,80
75.0,1417,315.0,257,90
2.0,1417,300.0,308,90
27.0,1417,300.0,0,90
67.0,1417,300.0,51,90
17.0,760,285.0,308,60
20.0,1069,225.0,308,60
11.0,2446,225.0,308,60
2.0,2475,225.0,308,60
7.0,760,210.0,308,60
330.0,944,255.0,308,60
16.0,2586,225.0,308,60
1.0,760,240.0,308,60
79.0,2248,300.0,308,60
4.0,2153,285.0,308,60
62.0,2153,105.0,308,60
4.0,1626,75.0,308,60
15.0,1597,150.0,308,60
1.0,1069,150.0,308,60
36.0,187,225.0,308,60
158.0,1623,255.0,308,60
65.0,1989,345.0,308,60
15.0,1989,225.0,308,60
18.0,944,345.0,308,60
28.0,1989,90.0,308,60
11.0,1069,330.0,308,60
20.0,760,285.0,0,60
11.0,2421,225.0,0,60
3.0,2475,270.0,0,60
6.0,1069,270.0,0,60
27.0,1989,240.0,0,60
2.0,2475,225.0,0,60
18.0,760,210.0,0,60
2.0,944,255.0,0,60
3.0,2586,225.0,0,60
14.0,760,240.0,0,60
11.0,2475,315.0,0,60
36.0,2475,0.0,0,60
10.0,2475,90.0,0,60
8.0,2586,90.0,0,60
1.0,2421,90.0,0,60
13.0,2248,90.0,0,60
32.0,2153,270.0,0,60
7.0,2153,90.0,0,60
59.0,1626,255.0,0,60
8.0,2454,225.0,0,60
5.0,1069,150.0,0,60
13.0,187,225.0,0,60
5.0,1005,135.0,0,60
3.0,1005,210.0,0,60
18.0,2475,270.0,51,60
7.0,1069,225.0,51,60
7.0,2248,225.0,51,60
10.0,1989,240.0,51,60
21.0,2475,225.0,51,60
10.0,2586,225.0,51,60
4.0,2475,285.0,51,60
3.0,2475,315.0,51,60
19.0,2475,90.0,51,60
6.0,2421,90.0,51,60
4.0,2153,270.0,51,60
6.0,2153,90.0,51,60
9.0,1069,150.0,51,60
5.0,1090,270.0,51,60
31.0,1005,135.0,51,60
6.0,2586,255.0,102,60
8.0,760,285.0,102,60
15.0,2475,270.0,102,60
6.0,1069,270.0,102,60
16.0,1069,225.0,102,60
7.0,1989,240.0,102,60
7.0,2475,225.0,102,60
13.0,760,210.0,102,60
35.0,944,255.0,102,60
9.0,2586,225.0,102,60
248.0,760,240.0,102,60
13.0,589,255.0,102,60
6.0,2475,90.0,102,60
103.0,2586,315.0,102,60
27.0,1626,255.0,102,60
1.0,1005,315.0,102,60
10.0,1069,150.0,102,60
35.0,187,225.0,102,60
16.0,1989,345.0,102,60
2.0,1597,255.0,102,60
2.0,1989,210.0,102,60
48.0,944,345.0,102,60
1.0,760,345.0,102,60
50.0,760,330.0,102,60
10.0,1069,315.0,102,60
27.0,1005,210.0,102,60
23.0,760,285.0,154,60
217.0,1090,225.0,154,60
3.0,1069,225.0,154,60
37.0,760,210.0,154,60
46.0,2586,225.0,154,60
21.0,2248,90.0,154,60
14.0,2153,270.0,154,60
20.0,187,225.0,154,60
151.0,944,345.0,154,60
4.0,760,345.0,154,60
10.0,1989,90.0,154,60
97.0,1069,315.0,154,60
1.0,2421,225.0,205,70
77.0,1069,270.0,205,70
14.0,1069,225.0,205,70
6.0,2475,285.0,205,70
7.0,2475,90.0,205,70
26.0,2586,90.0,205,70
11.0,2421,315.0,205,70
12.0,1626,255.0,205,70
45.0,1005,315.0,205,70
10.0,1989,345.0,205,70
16.0,1090,270.0,205,70
1.0,944,345.0,205,70
19.0,1989,75.0,205,70
45.0,1069,315.0,205,70
1.0,1005,210.0,205,70
9.0,2586,255.0,257,70
6.0,760,285.0,257,70
18.0,944,210.0,257,70
32.0,2475,270.0,257,70
77.0,1090,225.0,257,70
30.0,2248,225.0,257,70
11.0,2446,225.0,257,70
17.0,1989,240.0,257,70
24.0,2475,225.0,257,70
21.0,944,255.0,257,70
35.0,2586,225.0,257,70
15.0,2475,285.0,257,70
46.0,589,255.0,257,70
7.0,2475,315.0,257,70
50.0,2475,0.0,257,70
3.0,2475,90.0,257,70
22.0,2586,315.0,257,70
56.0,2586,90.0,257,70
5.0,2421,315.0,257,70
17.0,2421,90.0,257,70
7.0,2248,300.0,257,70
87.0,2248,90.0,257,70
25.0,2153,270.0,257,70
46.0,2153,90.0,257,70
35.0,1626,255.0,257,70
14.0,2454,225.0,257,70
102.0,2454,105.0,257,70
187.0,1005,315.0,257,70
34.0,187,225.0,257,70
61.0,1989,345.0,257,70
15.0,1597,255.0,257,70
24.0,1989,210.0,257,70
136.0,944,345.0,257,70
52.0,760,345.0,257,70
90.0,1069,315.0,257,70
4.0,1005,210.0,257,70
62.0,2586,255.0,308,70
6.0,760,285.0,308,70
115.0,944,210.0,308,70
58.0,2475,270.0,308,70
72.0,2248,225.0,308,70
24.0,2446,225.0,308,70
98.0,1989,240.0,308,70
145.0,589,270.0,308,70
54.0,2475,225.0,308,70
233.0,760,240.0,308,70
103.0,2475,315.0,308,70
15.0,2475,0.0,308,70
7.0,2475,105.0,308,70
1.0,2586,90.0,308,70
137.0,2421,90.0,308,70
166.0,2248,300.0,308,70
184.0,2153,90.0,308,70
267.0,1626,255.0,308,70
160.0,1005,315.0,308,70
15.0,1069,150.0,308,70
91.0,1623,255.0,308,70
21.0,1989,345.0,308,70
131.0,1597,255.0,308,70
43.0,1989,210.0,308,70
31.0,1005,135.0,308,70
15.0,760,345.0,308,70
38.0,1989,90.0,308,70
76.0,1749,330.0,308,70
6.0,944,150.0,308,70
48.0,2586,255.0,0,70
7.0,760,300.0,0,70
25.0,944,210.0,0,70
24.0,1069,270.0,0,70
27.0,1989,240.0,0,70
50.0,2475,225.0,0,70
13.0,760,210.0,0,70
40.0,944,255.0,0,70
31.0,2586,225.0,0,70
16.0,2475,315.0,0,70
46.0,2475,0.0,0,70
22.0,2475,90.0,0,70
7.0,2586,315.0,0,70
19.0,2586,90.0,0,70
20.0,2421,315.0,0,70
36.0,2421,90.0,0,70
1.0,2248,285.0,0,70
27.0,2248,90.0,0,70
62.0,2153,285.0,0,70
31.0,2153,90.0,0,70
33.0,1626,255.0,0,70
26.0,2248,15.0,0,70
57.0,1005,315.0,0,70
23.0,187,225.0,0,70
39.0,1989,345.0,0,70
15.0,1090,270.0,0,70
36.0,944,345.0,0,70
64.0,1069,315.0,0,70
17.0,944,210.0,51,70
33.0,2475,270.0,51,70
14.0,1989,240.0,51,70
11.0,2475,225.0,51,70
21.0,944,255.0,51,70
8.0,2586,225.0,51,70
17.0,2475,285.0,51,70
11.0,589,255.0,51,70
24.0,2475,0.0,51,70
11.0,2475,90.0,51,70
1.0,2586,315.0,51,70
11.0,2248,300.0,51,70
6.0,1626,255.0,51,70
6.0,2248,0.0,51,70
8.0,1989,345.0,51,70
1.0,1989,210.0,51,70
206.0,1090,270.0,51,70
34.0,1069,315.0,51,70
12.0,944,210.0,102,70
14.0,2475,270.0,102,70
2.0,1069,225.0,102,70
14.0,2248,225.0,102,70
5.0,2446,225.0,102,70
14.0,1989,240.0,102,70
17.0,2475,225.0,102,70
56.0,944,255.0,102,70
81.0,2248,90.0,102,70
24.0,2153,285.0,102,70
8.0,1989,210.0,102,70
1.0,1989,90.0,102,70
21.0,760,300.0,154,70
24.0,944,210.0,154,70
3.0,1069,270.0,154,70
1.0,2446,225.0,154,70
5.0,1989,240.0,154,70
15.0,2475,225.0,154,70
8.0,760,210.0,154,70
25.0,760,240.0,154,70
8.0,2475,285.0,154,70
7.0,2475,90.0,154,70
3.0,2421,315.0,154,70
112.0,2248,90.0,154,70
59.0,1005,315.0,154,70
6.0,1989,345.0,154,70
2.0,944,345.0,154,70
4.0,760,345.0,154,70
56.0,1069,315.0,154,70
3.0,2421,225.0,205,70
1.0,2475,270.0,205,70
14.0,2446,225.0,205,70
27.0,2475,225.0,205,70
11.0,2586,225.0,205,70
12.0,2475,0.0,205,70
5.0,2586,315.0,205,70
26.0,2421,90.0,205,70
4.0,2153,285.0,205,70
1.0,1069,150.0,205,70
1.0,1989,345.0,205,70
6.0,1989,210.0,205,70
11.0,1090,270.0,205,70
12.0,1069,315.0,205,70
7.0,1005,210.0,205,70
25.0,2421,225.0,257,70
33.0,944,210.0,257,70
17.0,1090,225.0,257,70
27.0,1069,270.0,257,70
23.0,1069,225.0,257,70
69.0,2248,225.0,257,70
21.0,2475,225.0,257,70
21.0,760,210.0,257,70
13.0,944,255.0,257,70
9.0,2586,225.0,257,70
3.0,760,240.0,257,70
13.0,2475,285.0,257,70
10.0,589,255.0,257,70
13.0,2475,315.0,257,70
17.0,2475,0.0,257,70
39.0,2586,315.0,257,70
7.0,2586,90.0,257,70
20.0,2421,315.0,257,70
17.0,2248,90.0,257,70
60.0,1626,255.0,257,70
28.0,2454,225.0,257,70
31.0,1005,315.0,257,70
62.0,187,225.0,257,70
14.0,1989,345.0,257,70
20.0,1989,210.0,257,70
83.0,1069,315.0,257,70
30.0,1005,210.0,257,70
20.0,944,150.0,257,70
59.0,760,300.0,308,70
3.0,2421,225.0,308,70
55.0,2475,270.0,308,70
33.0,1090,225.0,308,70
28.0,1069,270.0,308,70
14.0,2248,225.0,308,70
33.0,1989,240.0,308,70
2.0,589,270.0,308,70
140.0,760,210.0,308,70
2.0,944,255.0,308,70
40.0,760,240.0,308,70
21.0,1626,255.0,308,70
46.0,1005,315.0,308,70
172.0,187,225.0,308,70
114.0,1623,255.0,308,70
1.0,1989,345.0,308,70
14.0,1597,270.0,308,70
22.0,1989,210.0,308,70
51.0,1090,270.0,308,70
221.0,944,345.0,308,70
10.0,1005,135.0,308,70
72.0,760,345.0,308,70
17.0,1989,90.0,308,70
65.0,1069,315.0,308,70
10.0,1005,210.0,308,70
11.0,2586,255.0,0,70
3.0,760,300.0,0,70
33.0,2475,270.0,0,70
4.0,1090,225.0,0,70
13.0,1069,270.0,0,70
46.0,1069,225.0,0,70
26.0,2446,225.0,0,70
42.0,1989,240.0,0,70
46.0,760,210.0,0,70
8.0,944,255.0,0,70
42.0,760,240.0,0,70
39.0,589,255.0,0,70
7.0,2475,0.0,0,70
31.0,2475,90.0,0,70
7.0,2586,315.0,0,70
7.0,2153,285.0,0,70
30.0,2153,90.0,0,70
88.0,1626,255.0,0,70
11.0,1005,315.0,0,70
29.0,1069,150.0,0,70
2.0,1989,345.0,0,70
33.0,1597,270.0,0,70
14.0,1989,210.0,0,70
5.0,1090,270.0,0,70
54.0,944,345.0,0,70
25.0,760,345.0,0,70
34.0,1005,210.0,0,70
3.0,2586,255.0,51,80
18.0,2475,270.0,51,80
8.0,1090,225.0,51,80
34.0,1069,270.0,51,80
3.0,2446,225.0,51,80
48.0,1989,240.0,51,80
24.0,2475,225.0,51,80
2.0,760,210.0,51,80
13.0,2586,225.0,51,80
3.0,760,240.0,51,80
25.0,2475,285.0,51,80
9.0,589,255.0,51,80
20.0,2475,0.0,51,80
7.0,2586,315.0,51,80
30.0,2421,315.0,51,80
4.0,2248,90.0,51,80
24.0,2153,285.0,51,80
4.0,1626,255.0,51,80
28.0,1005,315.0,51,80
28.0,1069,150.0,51,80
45.0,187,225.0,51,80
50.0,1989,345.0,51,80
12.0,1597,270.0,51,80
5.0,1989,210.0,51,80
2.0,1090,270.0,51,80
17.0,944,345.0,51,80
13.0,1005,135.0,51,80
33.0,1989,90.0,51,80
22.0,1069,315.0,51,80
182.0,541,225.0,102,90
176.0,541,330.0,102,90
1.0,541,165.0,154,90
11.0,541,330.0,154,90
16.0,541,165.0,205,90
7.0,541,225.0,205,90
146.0,541,330.0,205,90
18.0,541,165.0,257,90
57.0,541,225.0,257,90
67.0,541,225.0,0,100
14.0,541,330.0,0,100
41.0,541,225.0,51,100
5.0,541,330.0,102,100
21.0,541,165.0,154,100
18.0,541,225.0,154,100
46.0,541,330.0,154,100
11.0,541,165.0,205,100
32.0,541,225.0,257,100
2.0,541,330.0,308,100
4.0,541,225.0,51,100
17.0,541,330.0,51,100
5.0,541,165.0,102,100
4.0,541,330.0,102,100
5.0,541,165.0,205,110
16.0,541,225.0,205,110
10.0,541,330.0,205,110
6.0,541,225.0,0,110
43.0,541,165.0,51,110
9.0,541,225.0,102,110
18.0,541,225.0,154,110
1.0,541,165.0,205,110
14.0,541,225.0,205,110
8.0,541,225.0,257,110
10.0,541,330.0,257,110
79.0,541,330.0,308,120
33.0,541,330.0,0,120
36.0,541,165.0,51,120
25.0,541,165.0,102,120
20.0,213,210.0,257,90
26.0,425,300.0,257,90
24.0,508,210.0,257,90
33.0,425,210.0,257,90
44.0,1522,225.0,257,90
81.0,589,315.0,257,90
21.0,145,225.0,257,90
22.0,740,180.0,257,90
39.0,267,255.0,257,90
21.0,508,120.0,257,90
38.0,340,120.0,257,90
50.0,106,255.0,257,90
7.0,740,315.0,257,90
14.0,425,120.0,257,90
31.0,267,105.0,257,90
118.0,740,225.0,257,90
139.0,187,105.0,257,90
91.0,144,105.0,257,90
144.0,187,180.0,257,90
81.0,187,270.0,257,90
18.0,483,270.0,257,90
33.0,340,300.0,257,90
39.0,187,135.0,257,90
93.0,94,225.0,257,90
97.0,184,270.0,257,90
8.0,760,180.0,308,90
2.0,508,210.0,308,90
37.0,94,270.0,308,90
135.0,1522,225.0,308,90
19.0,589,315.0,308,90
41.0,145,225.0,308,90
19.0,740,180.0,308,90
54.0,267,255.0,308,90
11.0,508,120.0,308,90
6.0,589,210.0,308,90
6.0,106,255.0,308,90
9.0,740,150.0,308,90
14.0,267,105.0,308,90
8.0,740,225.0,308,90
71.0,187,105.0,308,90
29.0,301,240.0,308,90
199.0,144,105.0,308,90
7.0,187,180.0,308,90
5.0,187,285.0,308,90
27.0,483,270.0,308,90
40.0,483,210.0,308,90
8.0,267,180.0,308,90
115.0,187,135.0,308,90
28.0,94,225.0,308,90
17.0,508,270.0,308,90
27.0,184,270.0,308,90
105.0,508,270.0,0,100
23.0,760,180.0,0,100
1.0,425,300.0,0,100
121.0,94,270.0,0,100
14.0,1522,225.0,0,100
41.0,145,225.0,0,100
13.0,740,180.0,0,100
66.0,228,270.0,0,100
8.0,264,180.0,0,100
4.0,267,255.0,0,100
46.0,589,225.0,0,100
40.0,106,255.0,0,100
2.0,740,315.0,0,100
19.0,144,240.0,0,100
27.0,740,225.0,0,100
9.0,301,240.0,0,100
92.0,483,270.0,0,100
1.0,187,120.0,0,100
26.0,94,225.0,0,100
48.0,184,270.0,0,100
20.0,760,180.0,51,100
30.0,213,210.0,51,100
43.0,213,240.0,51,100
51.0,425,300.0,51,100
15.0,425,210.0,51,100
25.0,94,270.0,51,100
46.0,1522,225.0,51,100
21.0,145,225.0,51,100
19.0,267,255.0,51,100
4.0,508,120.0,51,100
14.0,213,165.0,51,100
20.0,589,225.0,51,100
8.0,740,315.0,51,100
6.0,144,240.0,51,100
4.0,425,120.0,51,100
11.0,426,210.0,51,100
20.0,740,225.0,51,100
82.0,301,240.0,51,100
129.0,187,180.0,51,100
29.0,187,270.0,51,100
72.0,483,270.0,51,100
5.0,267,180.0,51,100
54.0,187,135.0,51,100
2.0,94,225.0,51,100
41.0,289,285.0,51,100
52.0,184,270.0,51,100
1.0,264,105.0,102,100
29.0,94,270.0,102,100
11.0,1522,225.0,102,100
35.0,340,180.0,102,100
10.0,288,270.0,102,100
12.0,340,105.0,102,100
19.0,740,300.0,102,100
15.0,187,105.0,102,100
6.0,187,180.0,102,100
55.0,264,255.0,154,100
4.0,209,105.0,154,100
11.0,213,195.0,154,100
12.0,213,240.0,154,100
38.0,425,285.0,154,100
29.0,94,270.0,154,100
31.0,1522,225.0,154,100
20.0,589,180.0,154,100
90.0,288,270.0,154,100
113.0,267,255.0,154,100
3.0,106,255.0,154,100
6.0,144,240.0,154,100
14.0,301,240.0,154,100
51.0,187,270.0,154,100
81.0,483,270.0,154,100
25.0,483,210.0,154,100
62.0,94,225.0,154,100
30.0,87,150.0,205,100
121.0,264,105.0,205,100
91.0,264,255.0,205,100
11.0,760,150.0,205,100
14.0,213,195.0,205,100
36.0,425,285.0,205,100
16.0,508,195.0,205,100
41.0,425,195.0,205,100
4.0,94,270.0,205,100
41.0,1522,225.0,205,100
31.0,589,330.0,205,100
64.0,740,180.0,205,100
190.0,106,105.0,205,100
40.0,288,270.0,205,100
135.0,508,120.0,205,100
18.0,87,135.0,205,100
1.0,213,165.0,205,100
18.0,589,225.0,205,100
70.0,426,210.0,205,100
75.0,740,150.0,205,100
44.0,267,105.0,205,100
47.0,288,180.0,205,100
202.0,187,105.0,205,100
44.0,301,240.0,205,100
152.0,144,105.0,205,100
145.0,187,180.0,205,100
130.0,187,135.0,205,100
70.0,94,225.0,205,100
7.0,209,105.0,257,100
6.0,760,150.0,257,100
26.0,213,195.0,257,100
230.0,213,240.0,257,100
152.0,425,285.0,257,100
6.0,508,195.0,257,100
1.0,425,195.0,257,100
475.0,94,270.0,257,100
33.0,1522,225.0,257,100
21.0,589,330.0,257,100
208.0,145,210.0,257,100
17.0,740,180.0,257,100
10.0,106,105.0,257,100
189.0,288,270.0,257,100
8.0,508,120.0,257,100
26.0,340,105.0,257,100
45.0,589,225.0,257,100
68.0,106,255.0,257,100
108.0,740,300.0,257,100
2.0,425,120.0,257,100
62.0,426,210.0,257,100
5.0,267,105.0,257,100
60.0,740,225.0,257,100
47.0,187,105.0,257,100
92.0,301,240.0,257,100
15.0,144,105.0,257,100
5.0,187,180.0,257,100
103.0,340,300.0,257,100
205.0,94,225.0,257,100
45.0,264,105.0,308,100
54.0,209,105.0,308,100
61.0,213,195.0,308,100
172.0,213,240.0,308,100
51.0,425,285.0,308,100
2.0,94,270.0,308,100
40.0,1522,225.0,308,100
45.0,145,210.0,308,100
33.0,740,225.0,308,100
4.0,740,180.0,308,100
107.0,340,180.0,308,100
27.0,106,105.0,308,100
78.0,267,255.0,308,100
15.0,508,120.0,308,100
36.0,340,105.0,308,100
18.0,106,255.0,308,100
86.0,144,240.0,308,100
4.0,425,120.0,308,100
18.0,740,150.0,308,100
29.0,267,105.0,308,100
25.0,187,105.0,308,100
34.0,144,105.0,308,100
28.0,267,180.0,308,100
55.0,94,225.0,308,100
67.0,184,270.0,308,100
3.0,508,270.0,308,100
32.0,184,165.0,0,100
14.0,760,150.0,0,100
9.0,213,195.0,0,100
27.0,213,240.0,0,100
16.0,425,285.0,0,100
9.0,508,195.0,0,100
7.0,425,195.0,0,100
33.0,94,270.0,0,100
29.0,589,330.0,0,100
51.0,145,210.0,0,100
14.0,589,180.0,0,100
45.0,288,270.0,0,100
12.0,589,225.0,0,100
53.0,106,255.0,0,100
23.0,740,150.0,0,100
18.0,740,225.0,0,100
31.0,187,105.0,0,100
32.0,187,270.0,0,100
14.0,483,270.0,0,100
91.0,213,195.0,51,100
57.0,213,240.0,51,100
8.0,425,285.0,51,100
5.0,94,270.0,51,100
31.0,1522,225.0,51,100
8.0,145,210.0,51,100
28.0,267,255.0,51,100
58.0,340,105.0,51,100
22.0,213,165.0,51,100
2.0,589,225.0,51,100
9.0,106,255.0,51,100
4.0,288,180.0,51,100
3.0,740,225.0,51,100
9.0,301,240.0,51,100
16.0,187,180.0,51,100
106.0,187,270.0,51,100
45.0,94,225.0,51,100
6.0,264,105.0,102,100
4.0,209,105.0,102,100
11.0,508,195.0,102,100
11.0,425,195.0,102,100
15.0,1522,225.0,102,100
7.0,589,330.0,102,100
8.0,145,210.0,102,100
7.0,106,105.0,102,100
1.0,589,180.0,102,100
15.0,288,270.0,102,100
11.0,340,105.0,102,100
32.0,425,120.0,102,100
10.0,187,105.0,102,100
4.0,301,240.0,102,100
12.0,144,105.0,102,100
11.0,340,300.0,102,100
11.0,760,150.0,154,110
16.0,213,195.0,154,110
20.0,213,240.0,154,110
2.0,425,285.0,154,110
20.0,425,195.0,154,110
24.0,94,270.0,154,110
32.0,1522,225.0,154,110
3.0,508,120.0,154,110
35.0,340,105.0,154,110
70.0,740,300.0,154,110
34.0,288,180.0,154,110
9.0,740,225.0,154,110
3.0,187,105.0,154,110
17.0,301,240.0,154,110
11.0,187,270.0,154,110
8.0,483,210.0,154,110
