ArrDelay,Distance,ctime,cwday,cdate
7.0,2454,210.0,0,190
34.0,2586,270.0,0,190
98.0,589,255.0,0,190
88.0,2421,315.0,0,190
27.0,2475,330.0,0,190
388.0,760,300.0,0,190
47.0,944,210.0,0,190
65.0,1597,270.0,0,190
30.0,2475,345.0,0,190
65.0,2586,330.0,0,190
68.0,2586,90.0,0,190
50.0,2248,345.0,0,190
9.0,2248,90.0,0,190
13.0,2153,105.0,0,190
9.0,2475,105.0,0,190
77.0,944,345.0,0,190
149.0,1005,330.0,0,190
18.0,1989,345.0,0,190
21.0,187,165.0,0,190
95.0,760,345.0,0,190
16.0,944,285.0,51,190
7.0,1069,225.0,51,190
56.0,2475,225.0,51,190
50.0,760,270.0,51,190
2.0,1005,195.0,51,190
36.0,187,225.0,51,190
23.0,2586,225.0,51,190
23.0,1069,270.0,51,190
6.0,1989,225.0,51,190
33.0,1090,270.0,51,190
91.0,2153,210.0,51,190
41.0,2248,225.0,51,190
27.0,589,285.0,51,190
17.0,1989,240.0,51,190
58.0,2475,300.0,51,190
1.0,589,255.0,51,190
27.0,2421,315.0,51,190
22.0,760,300.0,51,190
5.0,944,210.0,51,190
134.0,1597,270.0,51,190
16.0,2475,90.0,51,190
18.0,2586,330.0,51,190
12.0,2248,90.0,51,190
22.0,944,345.0,51,190
19.0,1090,195.0,51,190
6.0,1005,150.0,51,190
51.0,187,165.0,51,190
3.0,944,285.0,102,190
84.0,1069,225.0,102,190
1.0,2475,225.0,102,190
71.0,760,270.0,102,190
62.0,187,225.0,102,190
10.0,2586,225.0,102,190
7.0,2248,300.0,102,190
14.0,1069,315.0,102,190
44.0,1090,255.0,102,190
10.0,2446,225.0,102,190
81.0,589,285.0,102,190
71.0,1989,240.0,102,190
11.0,589,255.0,102,190
64.0,187,285.0,102,190
42.0,2475,330.0,102,190
39.0,760,300.0,102,190
10.0,944,210.0,102,190
3.0,2475,90.0,102,190
44.0,2153,105.0,102,190
43.0,944,345.0,102,190
56.0,1090,195.0,102,190
55.0,1005,330.0,102,190
125.0,1989,345.0,102,190
1.0,760,345.0,102,190
47.0,944,285.0,154,200
27.0,1069,225.0,154,200
26.0,760,270.0,154,200
1.0,1005,195.0,154,200
26.0,187,225.0,154,200
4.0,2586,225.0,154,200
1.0,1069,270.0,154,200
90.0,1069,315.0,154,200
30.0,2446,225.0,154,200
63.0,589,285.0,154,200
6.0,2454,210.0,154,200
31.0,589,255.0,154,200
10.0,2421,315.0,154,200
34.0,2475,330.0,154,200
45.0,760,300.0,154,200
25.0,944,210.0,154,200
23.0,2586,330.0,154,200
15.0,944,345.0,154,200
18.0,1090,195.0,154,200
47.0,1005,330.0,154,200
37.0,1989,345.0,154,200
2.0,760,345.0,154,200
35.0,944,285.0,205,200
13.0,1069,225.0,205,200
48.0,2475,225.0,205,200
43.0,760,285.0,205,200
54.0,187,225.0,205,200
27.0,2248,300.0,205,200
24.0,1069,270.0,205,200
36.0,2421,210.0,205,200
169.0,1069,315.0,205,200
64.0,1090,270.0,205,200
6.0,2153,210.0,205,200
69.0,589,285.0,205,200
4.0,2454,210.0,205,200
25.0,2475,300.0,205,200
9.0,589,255.0,205,200
25.0,2421,315.0,205,200
7.0,944,210.0,205,200
45.0,2475,330.0,205,200
17.0,760,300.0,205,200
15.0,2475,345.0,205,200
6.0,2475,90.0,205,200
25.0,2586,330.0,205,200
86.0,2586,90.0,205,200
44.0,2248,345.0,205,200
8.0,2248,90.0,205,200
68.0,2153,105.0,205,200
18.0,2475,105.0,205,200
18.0,1069,135.0,205,200
83.0,944,345.0,205,200
152.0,1005,330.0,205,200
53.0,760,345.0,205,200
81.0,944,285.0,257,200
72.0,1069,225.0,257,200
29.0,760,285.0,257,200
32.0,187,225.0,257,200
28.0,2248,300.0,257,200
41.0,1069,270.0,257,200
25.0,2421,210.0,257,200
30.0,1989,225.0,257,200
73.0,1069,315.0,257,200
36.0,1090,255.0,257,200
27.0,760,225.0,257,200
80.0,589,285.0,257,200
41.0,589,255.0,257,200
18.0,2421,315.0,257,200
333.0,1626,195.0,257,200
31.0,187,300.0,257,200
46.0,2475,330.0,257,200
40.0,760,300.0,257,200
15.0,2586,330.0,257,200
62.0,2586,90.0,257,200
5.0,2248,345.0,257,200
50.0,944,345.0,257,200
57.0,1090,195.0,257,200
68.0,1005,330.0,257,200
8.0,1989,345.0,257,200
32.0,760,165.0,257,200
24.0,760,345.0,257,200
14.0,589,345.0,257,200
32.0,944,285.0,308,200
27.0,2475,225.0,308,200
13.0,760,270.0,308,200
44.0,187,225.0,308,200
6.0,2586,225.0,308,200
13.0,2475,255.0,308,200
43.0,2248,300.0,308,200
7.0,1989,225.0,308,200
44.0,1069,315.0,308,200
12.0,1090,270.0,308,200
13.0,2153,210.0,308,200
69.0,2248,225.0,308,200
62.0,589,270.0,308,200
14.0,1989,240.0,308,200
65.0,589,255.0,308,200
13.0,2421,315.0,308,200
33.0,944,210.0,308,200
11.0,187,300.0,308,200
35.0,2475,330.0,308,200
88.0,760,300.0,308,200
33.0,944,345.0,308,200
22.0,1090,195.0,308,200
57.0,1005,330.0,308,200
134.0,228,330.0,257,220
81.0,228,330.0,308,230
24.0,228,330.0,0,230
34.0,228,330.0,51,230
3.0,508,195.0,257,210
11.0,144,105.0,257,210
4.0,426,195.0,257,210
14.0,267,105.0,257,210
51.0,425,240.0,257,210
11.0,199,165.0,257,210
50.0,288,240.0,257,210
80.0,892,255.0,257,210
58.0,1522,225.0,257,210
31.0,301,240.0,257,210
21.0,213,165.0,257,210
73.0,94,255.0,257,210
34.0,145,225.0,257,210
60.0,144,270.0,257,210
180.0,1028,285.0,257,210
48.0,589,225.0,257,210
72.0,106,255.0,257,210
47.0,267,270.0,257,210
180.0,508,270.0,257,210
30.0,740,225.0,257,210
9.0,589,180.0,257,210
117.0,340,240.0,257,210
77.0,264,270.0,257,210
20.0,228,270.0,257,210
13.0,264,210.0,257,210
34.0,760,165.0,257,210
22.0,425,105.0,257,210
6.0,1090,225.0,257,210
64.0,589,330.0,257,210
10.0,541,210.0,257,210
144.0,145,270.0,257,210
101.0,766,270.0,257,210
7.0,187,150.0,257,210
257.0,187,270.0,257,210
40.0,289,240.0,257,210
51.0,267,300.0,257,210
19.0,94,225.0,257,210
34.0,106,195.0,257,210
3.0,187,120.0,257,210
7.0,145,105.0,257,210
33.0,289,300.0,257,210
150.0,288,270.0,257,210
47.0,184,225.0,257,210
175.0,184,285.0,257,210
168.0,541,270.0,257,210
68.0,187,315.0,257,210
16.0,213,210.0,257,210
138.0,426,270.0,257,210
8.0,340,180.0,257,210
29.0,340,105.0,257,210
36.0,740,180.0,257,210
1.0,209,165.0,257,210
21.0,209,240.0,257,210
15.0,274,240.0,257,210
10.0,94,165.0,308,210
366.0,426,195.0,308,210
186.0,425,240.0,308,210
250.0,382,240.0,308,210
413.0,199,165.0,308,210
95.0,740,315.0,308,210
130.0,187,270.0,308,210
32.0,1028,300.0,308,210
320.0,589,225.0,308,210
2.0,264,105.0,308,210
392.0,288,180.0,308,210
320.0,264,180.0,308,210
334.0,589,180.0,308,210
270.0,264,210.0,308,210
107.0,760,165.0,308,210
7.0,425,105.0,308,210
286.0,541,210.0,308,210
14.0,1028,165.0,308,210
435.0,289,165.0,308,210
154.0,228,120.0,308,210
13.0,426,105.0,308,210
423.0,664,195.0,308,210
395.0,106,195.0,308,210
3.0,288,105.0,308,210
15.0,145,105.0,308,210
169.0,184,225.0,308,210
342.0,274,195.0,308,210
446.0,382,180.0,308,210
8.0,340,105.0,308,210
267.0,228,165.0,308,210
3.0,213,105.0,0,210
60.0,425,240.0,0,210
54.0,425,180.0,0,210
53.0,1522,225.0,0,210
85.0,301,240.0,0,210
35.0,508,270.0,0,210
3.0,145,225.0,0,210
40.0,144,270.0,0,210
157.0,1028,300.0,0,210
1.0,213,165.0,0,210
62.0,340,240.0,0,210
41.0,892,165.0,0,210
18.0,228,270.0,0,210
63.0,760,165.0,0,210
65.0,1090,225.0,0,210
54.0,589,330.0,0,210
9.0,541,210.0,0,210
47.0,145,270.0,0,210
22.0,766,270.0,0,210
19.0,1028,165.0,0,210
115.0,187,270.0,0,210
1.0,289,105.0,0,210
2.0,301,180.0,0,210
21.0,267,300.0,0,210
23.0,199,240.0,0,210
34.0,426,105.0,0,210
40.0,184,180.0,0,210
46.0,289,300.0,0,210
90.0,288,270.0,0,210
77.0,184,225.0,0,210
30.0,184,285.0,0,210
78.0,187,315.0,0,210
266.0,213,210.0,0,210
33.0,426,270.0,0,210
229.0,209,105.0,0,210
5.0,209,240.0,0,210
2.0,274,240.0,0,210
1.0,426,195.0,51,210
1.0,267,105.0,51,210
50.0,425,240.0,51,210
3.0,199,165.0,51,210
22.0,425,180.0,51,210
13.0,1522,225.0,51,210
132.0,301,240.0,51,210
86.0,213,165.0,51,210
8.0,94,255.0,51,210
40.0,144,270.0,51,210
112.0,1028,285.0,51,210
137.0,106,255.0,51,210
7.0,288,180.0,51,210
17.0,267,270.0,51,210
37.0,508,270.0,51,210
260.0,740,225.0,51,210
37.0,340,240.0,51,210
39.0,264,270.0,51,210
25.0,228,270.0,51,210
30.0,264,210.0,51,210
17.0,760,165.0,51,210
2.0,1090,225.0,51,210
1.0,766,135.0,51,210
51.0,541,210.0,51,210
50.0,145,270.0,51,210
34.0,766,270.0,51,210
65.0,187,150.0,51,210
15.0,1028,165.0,51,210
15.0,187,285.0,51,210
25.0,228,120.0,51,210
75.0,267,300.0,51,210
15.0,199,255.0,51,210
18.0,664,195.0,51,210
235.0,483,195.0,51,210
5.0,187,120.0,51,210
40.0,289,300.0,51,210
35.0,288,270.0,51,210
22.0,184,285.0,51,210
86.0,541,270.0,51,210
15.0,187,315.0,51,210
45.0,213,210.0,51,210
24.0,426,270.0,51,210
6.0,382,180.0,51,210
28.0,340,180.0,51,210
119.0,740,180.0,51,210
142.0,209,240.0,51,210
8.0,274,240.0,51,210
6.0,508,195.0,102,220
33.0,425,240.0,102,220
50.0,892,255.0,102,220
41.0,1522,225.0,102,220
75.0,301,240.0,102,220
26.0,213,165.0,102,220
28.0,144,270.0,102,220
78.0,1028,300.0,102,220
20.0,288,180.0,102,220
28.0,267,270.0,102,220
31.0,508,270.0,102,220
56.0,740,210.0,102,220
66.0,340,240.0,102,220
57.0,264,270.0,102,220
37.0,892,150.0,102,220
72.0,228,270.0,102,220
54.0,1090,225.0,102,220
4.0,589,330.0,102,220
72.0,541,210.0,102,220
39.0,766,270.0,102,220
14.0,1028,165.0,102,220
91.0,187,270.0,102,220
209.0,289,165.0,102,220
1.0,664,195.0,102,220
110.0,483,195.0,102,220
5.0,187,120.0,102,220
18.0,289,300.0,102,220
25.0,184,225.0,102,220
55.0,184,285.0,102,220
34.0,541,270.0,102,220
10.0,187,315.0,102,220
89.0,213,210.0,102,220
1.0,340,180.0,102,220
32.0,340,105.0,102,220
186.0,740,180.0,102,220
20.0,209,240.0,102,220
20.0,274,240.0,102,220
65.0,426,195.0,154,220
47.0,425,240.0,154,220
16.0,199,165.0,154,220
23.0,425,180.0,154,220
71.0,288,225.0,154,220
29.0,892,255.0,154,220
39.0,301,240.0,154,220
24.0,213,165.0,154,220
30.0,94,255.0,154,220
40.0,145,225.0,154,220
40.0,184,105.0,154,220
50.0,144,270.0,154,220
120.0,1028,300.0,154,220
21.0,589,225.0,154,220
37.0,106,255.0,154,220
3.0,264,180.0,154,220
42.0,267,270.0,154,220
56.0,508,270.0,154,220
55.0,740,225.0,154,220
9.0,589,180.0,154,220
21.0,340,240.0,154,220
49.0,264,270.0,154,220
72.0,228,270.0,154,220
50.0,264,210.0,154,220
15.0,425,105.0,154,220
8.0,1090,225.0,154,220
6.0,187,105.0,154,220
99.0,541,210.0,154,220
55.0,145,270.0,154,220
34.0,766,270.0,154,220
42.0,187,150.0,154,220
149.0,187,285.0,154,220
2.0,289,165.0,154,220
16.0,289,105.0,154,220
20.0,228,120.0,154,220
50.0,301,180.0,154,220
12.0,289,240.0,154,220
80.0,267,300.0,154,220
30.0,94,225.0,154,220
51.0,426,105.0,154,220
3.0,664,195.0,154,220
14.0,106,195.0,154,220
14.0,483,195.0,154,220
28.0,288,105.0,154,220
10.0,145,105.0,154,220
17.0,184,180.0,154,220
115.0,289,300.0,154,220
95.0,288,270.0,154,220
50.0,184,225.0,154,220
70.0,184,285.0,154,220
41.0,541,270.0,154,220
4.0,213,210.0,154,220
127.0,426,270.0,154,220
65.0,382,180.0,154,220
7.0,340,180.0,154,220
2.0,340,105.0,154,220
1.0,228,165.0,154,220
16.0,740,180.0,154,220
17.0,209,105.0,154,220
10.0,209,240.0,154,220
55.0,274,240.0,154,220
9.0,508,195.0,205,220
3.0,426,195.0,205,220
10.0,199,165.0,205,220
1.0,425,180.0,205,220
6.0,288,225.0,205,220
55.0,892,255.0,205,220
9.0,1522,225.0,205,220
45.0,301,240.0,205,220
12.0,106,105.0,205,220
15.0,94,255.0,205,220
113.0,144,270.0,205,220
100.0,267,165.0,205,220
40.0,589,225.0,205,220
70.0,106,255.0,205,220
92.0,267,270.0,205,220
127.0,508,270.0,205,220
6.0,740,210.0,205,220
9.0,589,180.0,205,220
1.0,340,240.0,205,220
205.0,264,270.0,205,220
135.0,228,270.0,205,220
69.0,264,210.0,205,220
6.0,425,105.0,205,220
27.0,187,105.0,205,220
1.0,589,330.0,205,220
100.0,145,270.0,205,220
95.0,766,270.0,205,220
9.0,1028,165.0,205,220
111.0,187,285.0,205,220
12.0,289,165.0,205,220
172.0,199,255.0,205,220
23.0,426,105.0,205,220
3.0,145,105.0,205,220
10.0,184,180.0,205,220
115.0,289,300.0,205,220
55.0,184,225.0,205,220
146.0,213,210.0,205,220
25.0,382,180.0,205,220
11.0,740,180.0,205,220
38.0,274,105.0,205,220
44.0,209,105.0,205,220
62.0,209,165.0,205,220
5.0,94,165.0,257,220
22.0,30,225.0,257,220
16.0,199,165.0,257,220
10.0,425,180.0,257,220
75.0,892,255.0,257,220
45.0,1522,225.0,257,220
163.0,301,240.0,257,220
1.0,213,165.0,257,220
371.0,145,225.0,257,220
40.0,184,105.0,257,220
20.0,589,225.0,257,220
229.0,508,270.0,257,220
5.0,740,225.0,257,220
7.0,425,105.0,257,220
53.0,1090,225.0,257,220
44.0,187,105.0,257,220
16.0,589,330.0,257,220
17.0,541,210.0,257,220
279.0,766,270.0,257,220
22.0,187,150.0,257,220
14.0,1028,165.0,257,220
15.0,228,120.0,257,220
82.0,94,225.0,257,220
1.0,483,195.0,257,220
20.0,288,105.0,257,220
85.0,187,120.0,257,220
3.0,145,105.0,257,220
134.0,288,270.0,257,220
210.0,184,225.0,257,220
55.0,274,195.0,257,220
221.0,541,270.0,257,220
16.0,213,210.0,257,220
20.0,382,180.0,257,220
12.0,340,105.0,257,220
27.0,740,180.0,257,220
3.0,274,105.0,257,220
3.0,508,195.0,308,220
4.0,426,195.0,308,220
50.0,425,240.0,308,220
61.0,382,240.0,308,220
7.0,187,165.0,308,220
8.0,199,165.0,308,220
85.0,340,300.0,308,220
3.0,1522,225.0,308,220
55.0,740,315.0,308,220
19.0,145,225.0,308,220
20.0,144,270.0,308,220
34.0,187,270.0,308,220
53.0,1028,300.0,308,220
10.0,106,255.0,308,220
2.0,288,180.0,308,220
39.0,508,270.0,308,220
40.0,740,225.0,308,220
52.0,340,240.0,308,220
39.0,264,270.0,308,220
7.0,264,210.0,308,220
2.0,766,135.0,308,220
45.0,145,270.0,308,220
3.0,187,150.0,308,220
10.0,1028,165.0,308,220
19.0,187,285.0,308,220
2.0,289,165.0,308,220
5.0,228,120.0,308,220
1.0,301,180.0,308,220
25.0,199,255.0,308,220
7.0,94,225.0,308,220
51.0,426,105.0,308,220
4.0,106,195.0,308,220
12.0,145,105.0,308,220
47.0,184,180.0,308,220
20.0,289,300.0,308,220
48.0,288,270.0,308,220
24.0,184,225.0,308,220
40.0,541,270.0,308,220
35.0,187,315.0,308,220
38.0,426,270.0,308,220
41.0,740,180.0,308,220
6.0,209,105.0,308,220
21.0,209,240.0,308,220
20.0,274,240.0,308,220
155.0,187,270.0,0,220
70.0,199,165.0,0,220
96.0,1522,225.0,0,220
405.0,301,240.0,0,220
100.0,106,255.0,0,220
6.0,264,105.0,0,220
8.0,264,180.0,0,220
197.0,267,270.0,0,220
9.0,589,180.0,0,220
25.0,264,210.0,0,220
9.0,425,105.0,0,220
80.0,1090,225.0,0,220
9.0,187,105.0,0,220
9.0,1028,165.0,0,220
1.0,289,105.0,0,220
65.0,106,195.0,0,220
3.0,483,195.0,0,220
2.0,288,105.0,0,220
10.0,145,105.0,0,220
15.0,184,180.0,0,220
343.0,184,285.0,0,220
15.0,274,195.0,0,220
12.0,382,180.0,0,220
2.0,340,105.0,0,220
419.0,274,240.0,0,220
145.0,94,165.0,51,220
388.0,508,195.0,51,220
313.0,425,180.0,51,220
275.0,892,255.0,51,220
290.0,1522,225.0,51,220
234.0,213,165.0,51,220
9.0,184,105.0,51,220
244.0,264,105.0,51,220
222.0,288,180.0,51,220
375.0,264,180.0,51,220
330.0,589,180.0,51,220
157.0,228,270.0,51,220
2.0,760,165.0,51,220
6.0,425,105.0,51,220
248.0,1090,225.0,51,220
7.0,187,105.0,51,220
7.0,589,330.0,51,220
155.0,145,270.0,51,220
2.0,187,150.0,51,220
54.0,1028,165.0,51,220
143.0,187,285.0,51,220
297.0,289,165.0,51,220
1.0,289,105.0,51,220
422.0,145,180.0,51,220
283.0,664,195.0,51,220
330.0,106,195.0,51,220
261.0,483,195.0,51,220
157.0,187,315.0,51,220
438.0,382,180.0,51,220
9.0,340,105.0,51,220
241.0,228,165.0,51,220
24.0,209,105.0,51,220
262.0,274,240.0,51,220
5.0,94,165.0,102,220
170.0,425,240.0,102,220
1.0,199,165.0,102,220
4.0,425,180.0,102,220
20.0,892,255.0,102,220
30.0,1522,225.0,102,220
333.0,301,240.0,102,220
17.0,213,165.0,102,220
30.0,94,255.0,102,220
4.0,145,225.0,102,220
2.0,184,105.0,102,220
17.0,267,165.0,102,220
95.0,1028,300.0,102,220
10.0,264,105.0,102,220
7.0,288,180.0,102,220
9.0,264,180.0,102,220
64.0,267,270.0,102,220
40.0,508,270.0,102,220
16.0,740,210.0,102,220
67.0,340,240.0,102,220
34.0,264,270.0,102,220
77.0,228,270.0,102,220
5.0,425,105.0,102,220
70.0,1090,225.0,102,220
15.0,187,105.0,102,220
49.0,589,330.0,102,220
29.0,766,270.0,102,220
205.0,1028,165.0,102,220
56.0,187,270.0,102,220
10.0,228,120.0,102,220
3.0,289,240.0,102,220
28.0,94,225.0,102,220
44.0,106,195.0,102,220
7.0,288,105.0,102,220
13.0,187,120.0,102,220
4.0,145,105.0,102,220
5.0,184,180.0,102,220
113.0,289,300.0,102,220
18.0,288,270.0,102,220
75.0,184,285.0,102,220
96.0,541,270.0,102,220
120.0,187,315.0,102,220
16.0,426,270.0,102,220
18.0,340,105.0,102,220
3.0,740,180.0,102,220
7.0,274,105.0,102,220
23.0,209,105.0,102,220
5.0,209,165.0,102,220
72.0,209,240.0,102,220
37.0,274,240.0,102,220
62.0,425,240.0,154,220
41.0,288,225.0,154,220
25.0,892,255.0,154,220
24.0,1522,225.0,154,220
112.0,301,240.0,154,220
11.0,213,165.0,154,220
24.0,145,225.0,154,220
75.0,184,105.0,154,220
19.0,144,270.0,154,220
83.0,267,165.0,154,220
60.0,1028,300.0,154,220
6.0,589,225.0,154,220
15.0,106,255.0,154,220
45.0,264,105.0,154,220
12.0,267,270.0,154,220
69.0,508,270.0,154,220
19.0,589,180.0,154,220
37.0,340,240.0,154,220
18.0,264,270.0,154,220
15.0,228,270.0,154,220
1.0,264,210.0,154,220
21.0,425,105.0,154,220
4.0,1090,225.0,154,220
38.0,589,330.0,154,220
8.0,541,210.0,154,220
40.0,145,270.0,154,220
3.0,187,150.0,154,220
171.0,187,285.0,154,220
30.0,228,120.0,154,220
37.0,289,240.0,154,220
152.0,267,300.0,154,220
21.0,426,105.0,154,220
10.0,106,195.0,154,220
83.0,483,195.0,154,220
19.0,288,105.0,154,220
41.0,145,105.0,154,220
115.0,289,300.0,154,220
29.0,288,270.0,154,220
30.0,184,225.0,154,220
160.0,184,285.0,154,220
23.0,541,270.0,154,220
85.0,187,315.0,154,220
22.0,426,270.0,154,220
2.0,340,105.0,154,220
28.0,740,180.0,154,220
26.0,209,105.0,154,220
5.0,209,165.0,154,220
55.0,209,240.0,154,220
20.0,274,240.0,154,220
99.0,425,180.0,205,220
1.0,213,165.0,205,220
454.0,145,225.0,205,220
5.0,184,105.0,205,220
35.0,589,225.0,205,220
41.0,740,210.0,205,220
248.0,264,270.0,205,220
25.0,264,210.0,205,220
245.0,145,270.0,205,220
24.0,1028,165.0,205,220
205.0,187,285.0,205,220
7.0,289,165.0,205,220
14.0,228,120.0,205,220
11.0,426,105.0,205,220
6.0,106,195.0,205,220
25.0,483,195.0,205,220
17.0,145,105.0,205,220
10.0,184,180.0,205,220
7.0,340,180.0,205,220
2.0,340,105.0,205,220
3.0,209,105.0,205,220
31.0,94,165.0,257,220
41.0,144,105.0,257,220
29.0,425,240.0,257,220
26.0,199,165.0,257,220
138.0,425,180.0,257,220
45.0,288,240.0,257,220
9.0,1522,225.0,257,220
36.0,213,165.0,257,220
84.0,94,255.0,257,220
62.0,145,225.0,257,220
10.0,267,165.0,257,220
245.0,1028,285.0,257,220
224.0,589,225.0,257,220
108.0,106,255.0,257,220
10.0,264,105.0,257,220
75.0,740,225.0,257,220
5.0,589,180.0,257,220
7.0,264,210.0,257,220
10.0,508,135.0,257,220
45.0,1090,225.0,257,220
67.0,187,105.0,257,220
9.0,766,135.0,257,220
167.0,589,330.0,257,220
65.0,145,270.0,257,220
54.0,1028,165.0,257,220
36.0,289,165.0,257,220
48.0,289,105.0,257,220
29.0,228,120.0,257,220
102.0,145,180.0,257,220
10.0,94,225.0,257,220
16.0,426,105.0,257,220
26.0,483,195.0,257,220
2.0,288,105.0,257,220
40.0,184,225.0,257,220
69.0,340,180.0,257,220
187.0,340,105.0,257,220
21.0,740,180.0,257,220
3.0,209,165.0,257,220
147.0,274,240.0,257,220
3.0,508,195.0,308,230
40.0,425,240.0,308,230
30.0,382,240.0,308,230
1.0,199,165.0,308,230
99.0,340,300.0,308,230
3.0,740,315.0,308,230
17.0,144,270.0,308,230
56.0,267,165.0,308,230
19.0,187,270.0,308,230
86.0,1028,300.0,308,230
3.0,589,225.0,308,230
3.0,106,255.0,308,230
15.0,740,225.0,308,230
64.0,589,180.0,308,230
1.0,892,165.0,308,230
12.0,760,165.0,308,230
15.0,145,270.0,308,230
12.0,187,150.0,308,230
15.0,187,285.0,308,230
85.0,267,300.0,308,230
30.0,199,255.0,308,230
53.0,664,195.0,308,230
5.0,483,195.0,308,230
2.0,288,105.0,308,230
35.0,289,300.0,308,230
9.0,288,270.0,308,230
2.0,184,225.0,308,230
9.0,274,195.0,308,230
132.0,541,270.0,308,230
109.0,187,315.0,308,230
2.0,426,270.0,308,230
3.0,382,180.0,308,230
19.0,340,105.0,308,230
1.0,740,180.0,308,230
31.0,209,105.0,308,230
135.0,209,165.0,308,230
26.0,209,240.0,308,230
6.0,274,240.0,308,230
35.0,187,270.0,0,230
53.0,213,105.0,0,230
1.0,267,105.0,0,230
81.0,425,240.0,0,230
15.0,1522,225.0,0,230
243.0,301,240.0,0,230
52.0,508,270.0,0,230
25.0,94,255.0,0,230
48.0,1028,300.0,0,230
25.0,589,225.0,0,230
1.0,264,180.0,0,230
47.0,267,270.0,0,230
7.0,213,165.0,0,230
32.0,340,240.0,0,230
39.0,264,270.0,0,230
21.0,760,165.0,0,230
5.0,508,135.0,0,230
35.0,1090,225.0,0,230
7.0,187,105.0,0,230
33.0,589,330.0,0,230
5.0,541,210.0,0,230
35.0,145,270.0,0,230
39.0,766,270.0,0,230
19.0,1028,165.0,0,230
6.0,187,270.0,0,230
42.0,289,240.0,0,230
29.0,267,300.0,0,230
5.0,199,240.0,0,230
43.0,426,105.0,0,230
83.0,289,300.0,0,230
65.0,288,270.0,0,230
24.0,184,225.0,0,230
100.0,184,285.0,0,230
40.0,426,270.0,0,230
16.0,209,240.0,0,230
12.0,508,195.0,51,230
6.0,144,105.0,51,230
616.0,267,105.0,51,230
30.0,425,240.0,51,230
2.0,425,180.0,51,230
28.0,288,225.0,51,230
27.0,892,255.0,51,230
44.0,1522,225.0,51,230
15.0,301,240.0,51,230
14.0,106,105.0,51,230
30.0,94,255.0,51,230
15.0,145,225.0,51,230
25.0,144,270.0,51,230
7.0,267,165.0,51,230
151.0,1028,285.0,51,230
5.0,589,225.0,51,230
30.0,106,255.0,51,230
32.0,267,270.0,51,230
75.0,508,270.0,51,230
19.0,589,180.0,51,230
17.0,340,240.0,51,230
22.0,264,270.0,51,230
55.0,228,270.0,51,230
2.0,264,210.0,51,230
130.0,1090,225.0,51,230
12.0,187,105.0,51,230
55.0,145,270.0,51,230
1.0,766,270.0,51,230
14.0,1028,165.0,51,230
100.0,187,285.0,51,230
1.0,289,105.0,51,230
12.0,145,180.0,51,230
47.0,289,240.0,51,230
77.0,267,300.0,51,230
17.0,426,105.0,51,230
12.0,483,195.0,51,230
1.0,288,105.0,51,230
10.0,145,105.0,51,230
103.0,289,300.0,51,230
51.0,288,270.0,51,230
23.0,184,225.0,51,230
55.0,184,285.0,51,230
91.0,541,270.0,51,230
95.0,187,315.0,51,230
19.0,213,210.0,51,230
7.0,426,270.0,51,230
47.0,382,180.0,51,230
4.0,340,180.0,51,230
2.0,340,105.0,51,230
16.0,740,180.0,51,230
3.0,274,105.0,51,230
57.0,209,240.0,51,230
13.0,508,195.0,102,230
6.0,426,195.0,102,230
10.0,267,105.0,102,230
38.0,425,240.0,102,230
6.0,1522,225.0,102,230
20.0,301,240.0,102,230
6.0,589,225.0,102,230
20.0,213,240.0,102,230
5.0,144,270.0,102,230
37.0,1028,300.0,102,230
5.0,264,105.0,102,230
17.0,267,270.0,102,230
105.0,508,270.0,102,230
13.0,740,210.0,102,230
23.0,760,330.0,102,230
36.0,340,240.0,102,230
14.0,425,105.0,102,230
18.0,187,150.0,102,230
65.0,187,285.0,102,230
3.0,301,180.0,102,230
22.0,145,105.0,102,230
20.0,289,300.0,102,230
18.0,288,270.0,102,230
37.0,184,285.0,102,230
16.0,541,270.0,102,230
28.0,426,270.0,102,230
5.0,382,180.0,102,230
7.0,340,180.0,102,230
30.0,340,105.0,102,230
21.0,209,105.0,102,230
35.0,209,240.0,102,230
30.0,274,240.0,102,230
20.0,94,165.0,154,230
13.0,508,195.0,154,230
40.0,425,240.0,154,230
13.0,199,165.0,154,230
20.0,892,255.0,154,230
68.0,145,225.0,154,230
17.0,267,165.0,154,230
38.0,1028,300.0,154,230
130.0,508,270.0,154,230
38.0,740,210.0,154,230
32.0,760,330.0,154,230
41.0,340,240.0,154,230
29.0,264,270.0,154,230
45.0,228,270.0,154,230
2.0,425,105.0,154,230
2.0,187,105.0,154,230
9.0,589,330.0,154,230
15.0,541,195.0,154,230
5.0,145,270.0,154,230
41.0,766,270.0,154,230
177.0,289,165.0,154,230
28.0,228,120.0,154,230
24.0,267,300.0,154,230
50.0,145,105.0,154,230
70.0,289,300.0,154,230
45.0,184,285.0,154,230
24.0,541,270.0,154,230
18.0,187,315.0,154,230
6.0,213,210.0,154,230
1.0,1005,225.0,154,230
35.0,426,270.0,154,230
164.0,274,105.0,154,230
1.0,209,105.0,154,230
10.0,209,165.0,154,230
10.0,209,240.0,154,230
26.0,425,240.0,205,230
2.0,145,225.0,205,230
23.0,213,240.0,205,230
10.0,184,105.0,205,230
42.0,1028,300.0,205,230
73.0,106,255.0,205,230
3.0,508,270.0,205,230
9.0,589,180.0,205,230
69.0,340,240.0,205,230
194.0,264,270.0,205,230
